id|songId|verseNumber|verseContent
1214|346|1 |"There's the wonder of sunset at evening,
The wonder as sunrise I see;
But the wonder of wonders that thrills my soul
Is the wonder that God loves me.
"
1215|346|2 |"There's the wonder of springtime and harvest,
The sky, the stars, the sun;
But the wonder of wonders that thrills my soul
Is the wonder that's only begun.
"
1216|347|1 |"O Love that wilt not let me go,
I rest my weary soul in Thee;
I give Thee back the life I owe,
That in Thine ocean depths its flow
May richer, fuller be.
"
1217|347|2 |"O Light that followest all my way,
I yield my flickering torch to Thee;
My heart restores its borrowed ray,
That in Thy sunshine's blaze its day
May brighter, fairer be.
"
1218|347|3 |"O Joy that seekest me through pain,
I cannot close my heart to Thee;
I trace the rainbow through the rain,
And feel the promise is not vain
That morn shall tearless be.
"
1219|347|4 |"O Cross that liftest up my head,
I dare not ask to fly from Thee;
I lay in dust life's glory dead,
And from the ground there blossoms red
Life that shall endless be.
"
1220|348|1 |"O love of God most full,
O love of God most free,
Come warm my heart, come fill my soul,
Come lead me unto Thee.
"
1221|348|2 |"Warm as the glowing sun
So shines Thy love on me,
It wraps me 'round with kindly care,
It draws me unto Thee.
"
1222|348|3 |"The wildest sea is calm,
The tempest brings no fear,
The darkest night is full of light,
Because Thy love is near.
"
1223|348|4 |"O love of God most full,
O love of God most free,
It warms my heart, it fills my soul,
With might it strengthens me.
"
1224|349|1 |"For God so loved us, He sent the Savior:
For God so loved us, and loves me too.
"
1225|349|2 |"He sent the Savior, the blest Redeemer;
He sent the Savior to set me free.
"
1226|349|3 |"He bade me welcome, O word of mercy;
He bade me welcome, O voice divine.
"
1227|349|4 |"Glory and honor, O Love eternal,
To Him be given while life shall last.
"
1228|350|1 |"O love of God, how strong and true!
Eternal, and yet ever new;
Uncomprehended and unbought,
Beyond all knowledge and all thought.
"
1229|350|2 |"O love of God, how deep and great,
Far deeper than man's deepest hate;
Self-fed, self-kindled like the light,
Changeless, eternal, infinite.
"
1230|350|3 |"We read thee best in Him who came
To bear for us the cross of shame;
Sent by the Father from on high,
Our life to live, our death to die.
"
1231|350|4 |"We read thy power to bless and save,
E'en in the darkness of the grave;
Still more in resurrection light
We read the fullness of thy might.
"
1232|350|5 |"O love of God, our shield and stay
Through all the perils of our way!
Eternal love, in thee we rest,
Forever safe, forever blest.
"
1233|351|1 |"O world of God, so vast and strange,
Profound and wonderful and fair,
Beyond the utmost reach of thought,
But not beyond a Father's care!
We are not strangers on this earth
Whirling amid the suns of space;
We are God's children, this our home,
With those of every clime and race.
"
1234|351|2 |"O world of man where life is lived,
So strangely mingling joy and pain,
So full of evil and of good,
So needful that the god shall reign!
It is this world that God has loved,
And goodness was its Maker's plan,
The promise of God's triumph is
His coming in a Son of Man.
"
1235|351|3 |"O world of time's far-stretching years!
There was a day when time stood still,
A central moment when there rose
A cross upon a cruel hill;
In pain and death love's power was seen,
The mystery of time revealed,
The wisdom of the ways of God,
The grace through which man's hurt is healed.
"
1236|352|1 |"Though I speak with tongues of men and angels,
Though I have the prophet's gift,
Though I hold the keys to hidden knowledge,
Though my faith can mountains shift;
Without love I am no better,
Without love it's all for naught;
Lord, You spent Your life in loving others:
What this means I would be taught.
"
1237|352|2 |"Love is patient, knows no envy,
Never gloats when others sin;
Love is never glad to see injustice,
Always wants the truth to win.
There's no end to love's endurance,
There's no test it cannot face;
Lord, You spent Your life in loving others:
I shall fail without Your grace.
"
1238|352|3 |"Though there'll be an end to hidden knowledge,
Visions, raptures, prophecy:
Faith and hope and love shall last forever,
Love the greatest of the three.
Without love I am no better,
Without love it's all for naught;
Lord, You gave Your life in saving others:
What this means I would be taught.
"
1239|353|1 |"Before Jehovah's awful throne,
Ye nations, bow with sacred joy;
Know that the Lord is God alone;
He can create, and He destroy.
"
1240|353|2 |"His sovereign power, without our aid,
Made us of clay, and formed us men;
And when like wandering sheep we strayed,
He brought us to His fold again.
"
1241|353|3 |"We'll crowd His gates with thankful songs,
High as the heavens our voices raise;
And earth, with her ten thousand tongues,
Shall fill His courts with sounding praise.
"
1242|353|4 |"Wide as the world is His command,
Vast as Eternity His love;
Firm as a rock His truth shall stand,
When rolling years shall cease to move.
"
1243|354|1 |"O worship the King, all glorious above,
O gratefully sing His wonderful love;
Our shield and defender, the Ancient of days,
Pavilioned in splendor, and girded with praise.
"
1244|354|2 |"O tell of His might, O sing of His grace,
Whose robe is the light, whose canopy space;
His chariots of wrath the deep thunderclouds form,
And dark is His path on the wings of the storm.
"
1245|354|3 |"Thy bountiful care, what tongue can recite?
It breathes in the air, it shines in the light;
It streams from the hills, it descends to the plain,
And sweetly distills in the dew and the rain.
"
1246|354|4 |"Frail children of dust, and feeble as frail,
In Thee do we trust, nor find Thee to fail;
Thy mercies, how tender! how firm to the end!
Our Maker, Defender, Redeemer, and Friend!
"
1247|355|1 |"God the Omnipotent! King, who ordainest
Great winds Thy clarions, the lightnings Thy sword;
Show forth Thy pity on high where Thou reignest,
Give to us peace, O most merciful Lord.
"
1248|355|2 |"God the all-merciful! earth hath forsaken
Thy precepts holy, and slighted Thy word;
Bid not Thy wrath in its terrors awaken;
Give to us peace, O most merciful Lord.
"
1249|355|3 |"God the all-righteousness One! man hath defied Thee;
Yet to eternity standeth Thy word;
Falsehood and wrong shall not tarry beside Thee;
Prosper the right, O most merciful Lord.
"
1250|355|4 |"So shall we render Thee thankful devotion,
For Thy deliverance from peril and sword,
Singing in chorus from ocean to ocean,
""Thine is the power and the glory, O Lord.""
"
1251|356|1 |"Eternal Father, strong to save,
Whose arm hath bound the restless wave,
Who bid'st the mighty ocean deep
Its own appointed limits keep;
Oh, hear us when we cry to Thee
For those in peril on the sea.
"
1252|356|2 |"O Christ, whose whose voice the waters heard,
And hushed their raging at Thy word,
Who walkedst on the foaming deep,
And calm amidst its rage didst sleep;
Oh, hear us when we cry to Thee
For those in peril on the sea.
"
1253|356|3 |"O Holy Spirit, who didst brood
Upon the waters dark and rude,
And bid their angry tumult cease,
And give, for wild confusion, peace;
Oh, hear us when we cry to Thee
For those in peril on the sea.
"
1254|356|4 |"O Trinity of love and power,
All trav'lers shield in danger's hour;
From rock and tempest, fire and foe,
Protect them wheresoe'er they go;
Thus evermore shall rise to Thee
Glad hymns of praise from land and sea.
"
1255|357|1 |"O Lord my God! when I in awesome wonder
Consider all the works Thy hands have made,
I see the stars, I hear the mighty thunder,
Thy pow'r thro'out the universe displayed.
"
1256|357|2 |"When thro' the woods and forest glades I wander
And hear the birds sing sweetly in the trees;
When I look down from lofty mountain grandeur
And hear the brook and feel the gentle breeze;
"
1257|357|3 |"And when I think that God, His Son not sparing,
Sent Him to die, I scarce can take it in;
That on the cross, my burden gladly bearing,
He bled and died to take away my sin;
"
1258|357|4 |"When Christ shall come with shouts of acclamation
And take me home, what joy shall fill my heart!
Then I shall bow in humble adoration
And there proclaim, my God, how great Thou art!
"
1259|358|1 |"God who spoke in the beginning,
Forming rock and shaping spar,
Set all life and growth in motion,
Earthly world and distant star;
He who calls the earth to order
Is the ground of what we are.
"
1260|358|2 |"God who spoke thro' men and nations,
Thro' events long past and gone,
Showing still today His purpose,
Speaks supremely through His Son;
He who calls the earth to order
Gives His word and it is done.
"
1261|358|3 |"God whose speech becomes incarnate
Christ is servant, Christ is Lord
Calls us to a life of service,
Heart and will to action stirred;
He who uses man's obedience
Has the first and final word.
"
1262|359|1 |"I sing the almighty power of God,
That made the mountains rise,
That spread the flowing seas abroad,
And built the lofty skies;
I sing the wisdom that ordained
The sun to rule the day;
The moon shines full at His command,
And all the stars obey.
"
1263|359|2 |"I sing the goodness of the Lord,
That filled the earth with food;
He formed the creatures with His word,
And then pronounced them good.
Lord, how Thy wonders are displayed
Where'er I turn my eye!
If I survey the ground I tread,
Or gaze upon the sky!
"
1264|359|3 |"There's not a plant or flower below
But makes Thy glories known;
And clouds arise, and tempests blow,
By order from Thy throne.
Creatures that borrow life from Thee
Are subject to Thy care;
There's not a place where we can flee
But God is present there.
"
1265|360|1 |"Let all on earth their voices raise,
To sing the great Jehovah's praise,
And bless His holy name:
His glory let the people know,
His wonders to the nations show,
His saving grace proclaim.
"
1266|360|2 |"He framed the globe; He built the sky;
He made the shining worlds on high,
And reigns in glory there:
His beams are majesty and light;
His beauties, how divinely bright!
His dwelling place, how fair!
"
1267|360|3 |"Come, the great day, the glorious hour,
When earth shall feel His saving power,
All nations fear His name;
Then shall the race of men confess
The beauty of His holiness,
His saving grace proclaim.
"
1268|361|1 |"Eternal God, whose power upholds
Both flower and flaming star,
To whom there is no here nor there,
No time, no near nor far,
No alien race, no foreign shore,
No child unsought, unknown:
O send us forth, Your prophets true,
To make all lands Your own!
"
1269|361|2 |"O God of truth, whom science seeks
And reverent souls adore,
Illumine every earnest mind
Of every clime and shore:
Dispel the gloom of error's night,
Of ignorance and fear,
Until true wisdom from above
Shall make life's pathway clear!
"
1270|361|3 |"O God of beauty, oft revealed
In dreams of human art,
In speech that flows to melody,
In holiness of heart:
Teach us to ban all ugliness,
And all disharmony,
Till all shall know the loveliness
Of lives made fair and free!
"
1271|361|4 |"O God of righteousness and grace,
Seen in the Christ, Your Son,
Whose life and death reveal Your face,
By whom Your will was done;
Help us to spread Your gracious reign
Till greed and hate shall cease,
And kindness dwell in human hearts,
And all the earth find peace!
"
1272|362|1 |"Ye watchers and ye holy ones,
Bright seraphs, cherubim and thrones,
Raise the glad strain, Alleluia!
Cry out, dominions, princedoms, powers,
Virtues, archangels, angels' choirs,
"
1273|362|2 |"O higher than the cherubim,
More glorious than the seraphim,
Lead their praises, Alleluia!
Thou bearer of the eternal Word,
Most gracious, magnify the Lord.
"
1274|362|3 |"O friends, in gladness let us sing,
Supernal anthems echoing,
Alleluia, Alleluia!
To God the Father, God the Son,
And God the Spirit, Three in One.
"
1275|363|1 |"This is my Father's world,
And to my listening ears,
All nature sings, and round me rings
The music of the spheres.
This is my Father's world;
I rest me in the thought
Of rocks and trees, of skies and seas;
His hand the wonders wrought.
"
1276|363|2 |"This is my Father's world,
The birds their carols raise;
The morning light, the lily white,
Declare their Maker's praise.
This is my Father's world;
He shines in all that's fair;
In the rustling grass I hear Him pass,
He speaks to me everywhere.
"
1277|363|3 |"This is my Father's world,
O let me ne'er forget
That though the wrong seems oft so strong,
God is the Ruler yet.
This is my Father's world;
Why should my heart be sad?
The Lord is King; let the heavens ring!
God reigns; let the earth be glad!
"
1278|364|2 |"Each little flower that opens,
Each little bird that sings;
He made their glowing colors,
He made their tiny wings.
"
1279|364|3 |"The purple-headed mountain,
The river running by,
The sunset, and the morning
That brightens up the sky,
"
1280|364|4 |"The cold wind in the winter,
The pleasant summer sun,
The ripe fruits in the garden,
He made them every one.
"
1281|364|5 |"He gave us eyes to see them,
And lips that we might tell
How great is God Almighty,
Who has made all things well.
"
1282|365|1 |"Nature with open volume stands,
To spread its Maker's praise abroad;
And every labor of His hands
Shows something worthy of our God.
"
1283|365|2 |"But in the grace that rescued us
His brightest form of glory shines;
'Tis fairest drawn upon the cross
In precious blood and crimson lines.
"
1284|365|3 |"Here His whole name appears complete.
Nor wit can guess, nor reason prove,
Which of the letters best is writ,
The pow'r, the wisdom, or the love.
"
1285|365|4 |"We would forever speak His name
In sounds to mortal ears unknown,
With angels join to praise the Lamb,
And worship at His Father's throne.
"
1286|366|1 |"Spring has now unwrapped the flowers,
Day is fast reviving,
Life in all her growing powers
Towards the light is striving:
Gone the iron touch of cold,
Winter time and frost time,
Seedlings, working through the mould,
Now make up for lost time.
"
1287|366|2 |"Herb and plant that winter long,
Slumbered at their leisure,
Now bestirring, green and strong,
Find in growth their pleasure:
All the world with beauty fills,
Gold the green enhancing;
Flowers make glee among the hills,
Set the meadows dancing.
"
1288|366|3 |"Through each wonder of fair days
God Himself expresses;
Beauty follows all His ways,
As the world He blesses:
So, as He renews the earth,
Artist without rival,
In His grace of glad new birth
We must seek revival.
"
1289|367|1 |"The spacious firmament on high,
With all the blue, ethereal sky,
And spangled heavens, a shining frame,
Their great Original proclaim.
Th' unwearied sun from day to day
Does his Creator's power display,
And publishes to every land
The work of an almighty hand.
"
1290|367|2 |"Soon as the evening shades prevail,
The moon takes up the wondrous tale;
And nightly to the listening earth
Repeats the story of her birth;
While all the stars that round her burn,
And all the planets in their turn,
Confirm the tidings as they roll,
And spread the truth from pole to pole.
"
1291|367|3 |"What though in solemn silence all
Move round the dark terrestrial ball?
What though no real voice nor sound
Amid their radiant orbs be found?
In reason's ear they all rejoice
And utter forth a glorious voice,
Forever singing as they shine,
""The hand that made us is divine.""
"
1292|368|1 |"Lord of the boundless curves of space
And time's deep mystery,
To Your creative might we trace
All nature's energy.
"
1293|368|2 |"Your mind conceived the galaxy,
Each atom's secret planned,
And every age of history
Your purpose, Lord, has spanned.
"
1294|368|3 |"Yours is the image stamped on man,
Though marred by man's own sin;
And Yours the liberating plan
Again his soul to win.
"
1295|368|4 |"Give us to know Your truth; but more,
The strength to do Your will;
Until the love our souls adore
Shall all our being fill.
"
1296|369|1 |"Can you count the stars that brightly
Twinkle in the midnight sky?
Can you count the clouds, so lightly
O'er the meadows floating by?
God, the Lord, doth mark their number
With His eyes that never slumber;
He hath made them every one,
He hath made them every one.
"
1297|369|2 |"Can you count the wings now flashing
In the sunshine's golden light?
Can you count the fishes splashing
In the cooling waters bright?
God, the Lord, a name hath given,
To all creatures under heaven;
He hath named them every one,
He hath named them every one.
"
1298|369|3 |"Do you know how many children
Rise each morning blithe and gay?
Can you count their jolly voices,
Singing sweetly day by day?
God hears all the happy voices,
In their merry songs rejoices;
And He loves them, every one,
And He loves them, every one.
"
1299|370|1 |"Be not dismayed whate'er betide,
God will take care of you;
Beneath his wings of love abide,
God will take care of you.
"
1300|370|2 |"Through days of toil when your heart doth fail,
God will take care of you;
When dangers fierce your path assail,
God will take care of you.
"
1301|370|3 |"All you may need He will provide,
God will take care of you;
Nothing you ask will be denied,
God will take care of you.
"
1302|370|4 |"No matter what may be the test,
God will take care of you;
Lean, weary one, upon His breast,
God will take care of you.
"
1303|371|1 |"Great is Thy faithfulness, O God my Father,
There is no shadow of turning with Thee;
Thou changest not, Thy compassions, they fail not;
As Thou hast been Thou forever will be.
"
1304|371|2 |"Summer and winter, and springtime and harvest,
Sun, moon, and stars in their courses above,
Join with all nature in manifold witness
To Thy great faithfulness, mercy, and love.
"
1305|371|3 |"Pardon for sin and a peace that endureth,
Thy own dear presence to cheer and to guide;
Strength for today and bright hope for tomorrow,
Blessings all mine, with ten thousand beside.
"
1306|372|1 |"Children of the heavenly Father
Safely in His bosom gather;
Nestling bird nor star in heaven
Such a refuge e'er was given.
"
1307|372|2 |"God His own doth tend and nourish,
In His holy love they flourish;
From all evil things He spares them,
In His mighty arms He bears them.
"
1308|372|3 |"Neither life nor death shall ever
From the Lord His children sever;
Unto them His grace He showeth,
And their sorrows all He knoweth.
"
1309|372|4 |"Praise the Lord in joyful numbers,
Your Protector never slumbers;
At the will of your Defender
Every foeman must surrender.
"
1310|372|5 |"Though He giveth or He taketh,
God His children ne'er forsaketh;
His the loving purpose solely
To preserve them pure and holy.
"
1311|373|1 |"Unto the hills around shall I lift up my longing eyes?
O whence for me shall my salvation come, from whence arise?
From God the Lord doth come my certain aid,
From God the Lord, who heav'n and earth hath made.
"
1312|373|2 |"He will not suffer that thy foot be moved; safe shalt Thou be.
No careless slumber shall His eyelids close, who keepeth thee.
Behold our God, the Lord, He slumbereth ne'er,
Who keepeth Israel in His holy care.
"
1313|373|3 |"Jehovah is Himself thy keeper true, thy changeless shade.
Jehovah thy defense on thy right hand Himself hath made.
And thee no sun by day shall ever smite,
No moon shall harm thee in the silent night.
"
1314|373|4 |"From every evil shall He keep thy soul, from every sin;
Jehovah shall preserve thy going our, thy coming in.
Above thee watching, He, whom we adore,
Shall keep thee henceforth, yea, forevermore.
"
1315|374|1 |"O God, our help in ages past,
Our hope for years to come,
Our shelter from the stormy blast,
And our eternal home!
"
1316|374|2 |"Under the shadow of Thy throne,
Still may we dwell secure;
Sufficient is Thine arm alone,
And our defense is sure.
"
1317|374|3 |"Before the hills in order stood,
Or earth received her frame,
From everlasting Thou art God,
To endless years the same.
"
1318|374|4 |"A thousand ages, in Thy sight,
Are like an evening gone;
Short as the watch that ends the night,
Before the rising sun.
"
1319|374|5 |"O God, our help in ages past,
Our hope for years to come;
Be Thou our guide while life shall last,
And our eternal home!
"
1320|375|1 |"My Shepherd will supply my need,
Jehovah is His name.
In pastures fresh He makes me feed
Beside the living stream.
He brings my wand'ring spirit back
When I forsake His ways,
And leads me, for His mercy's sake,
In paths of truth and grace.
"
1321|375|2 |"When I walk through the shades of death,
Thy presence is my stay;
A word of Thy supporting breath
Drives all my fears away.
Thy hand in sight of all my foes
Doth still my table spread;
My cup with blessings overflows,
Thine oil anoints my head.
"
1322|375|3 |"The sure provisions of my God
Attend me all my days;
O may Thy house be mine abode
And all my work be praise.
There would I find a settled rest
While others go and come;
No more a stranger or a guest,
But like a child at home.
"
1323|376|1 |"Sing to the great Jehovah's praise!
All praise to Him belongs;
Who kindly lengthens out our days,
Inspires our choicest songs,
Inspires our choicest songs.
"
1324|376|2 |"His providence hath brought us through
Another various year;
We all, with vows and anthems new,
Before our God appear,
Before our God appear.
"
1325|376|3 |"O God, Thy mercies past we own,
And Thy continued care;
To Thee presenting through Thy Son
Whate'er we have and are,
Whate'er we have and are.
"
1326|377|1 |"Give to our God immortal praise;
Mercy and truth are all His ways:
Wonders of grace to God belong,
Repeat His mercies in your song.
"
1327|377|2 |"Give to the Lord of lords renown,
The King of kings with glory crown:
His mercies ever shall endure
When lords and kings are known no more.
"
1328|377|3 |"He sent His Son with power to save
From guilt and darkness and the grave:
Wonders of grace to God belong,
Repeat His mercies in your song.
"
1329|377|4 |"Thro' this vain world He guides our feet,
And leads us to His heav'nly seat;
His mercies ever shall endure,
When this vain world shall be no more.
"
1330|378|1 |"God moves in a mysterious way
His wonders to perform;
He plants His footsteps in the sea,
And rides upon the storm.
"
1331|378|2 |"Ye fearful saints, fresh courage take;
The clouds ye so much dread
Are big with mercy, and shall break
In blessings on your head.
"
1332|378|3 |"Judge not the Lord by feeble sense,
But trust Him for His grace;
Behind a frowning providence
He hides a smiling face.
"
1333|378|4 |"His purposes will ripen fast,
Unfolding every hour;
The bud may have a bitter taste,
But sweet will be the flower.
"
1334|378|5 |"Blind unbelief is sure to err,
And scan His work in vain;
God is His own interpreter,
And He will make it plain.
"
1335|379|1 |"Amazing grace! how sweet the sound,
That saved a wretch like me!
I once was lost, but now am found,
Was blind, but now I see.
"
1336|379|2 |"'Twas grace that taught my heart to fear,
And grace my fears relieved;
How precious did that grace appear
The hour I first believed!
"
1337|379|3 |"The Lord has promised good to me,
His word my hope secures;
He will my shield and portion be
As long as life endures.
"
1338|379|4 |"Through many dangers, toils, and snares,
I have already come;
'Tis grace hath brought me safe thus far,
And grace will lead me home.
"
1339|379|5 |"When we've been there ten thousand years,
Bright shining as the sun,
We've no less days to sing God's praise
Than when we'd first begun.
"
1340|380|1 |"Marvelous grace of our loving Lord,
Grace that exceeds our sin and our guilt!
Yonder on Calvary's mount outpoured
There where the blood of the Lamb was spilt.
"
1341|380|2 |"Sin and despair, like the seawaves cold,
Threaten the soul with infinite loss;
Grace that is greater yes, grace untold
Points to the Refuge, the mighty Cross.
"
1342|380|3 |"Marvelous, infinite, matchless grace,
Freely bestowed on all who believe!
You that are longing to see His face,
Will you this moment His grace receive?
"
1343|381|1 |"God's free mercy streameth
Over all the world,
And His banner gleameth,
By His church unfurled;
Broad and deep and glorious,
As the heaven above,
Shines in might victorious
His eternal love.
"
1344|381|2 |"Summer suns are glowing
Over land and sea;
Happy light is flowing,
Bountiful and free;
Everything rejoices
In the mellow rays;
Earth's ten thousand voices
Swell the psalm of praise.
"
1345|381|3 |"Lord, upon our blindness
Thy pure radiance pour;
For Thy loving-kindness
We would love Thee more;
And when clouds are drifting
Dark across the sky,
Then, the veil uplifting,
Father, be Thou nigh.
"
1346|381|4 |"We will never doubt Thee,
Tho' Thou veil Thy light;
Life is dark without Thee,
Death with Thee is bright.
Light of light, shine o'er us
On our pilgrim way,
Go Thou still before us
To the endless day.
"
1347|382|1 |"My Father is omnipotent,
And that you can't deny;
A God of might and miracles
'Tis written in the sky.
"
1348|382|2 |"Though here His glory has been shown,
We still can't fully see
The wonders of His might, His throne
'Twill take eternity.
"
1349|382|3 |"The Bible tells us of His power
And wisdom all way through,
And every little bird and flower
Are testimonies too.
"
1350|383|1 |"Let us with a gladsome mind
Praise the Lord, for He is kind:
For His mercies shall endure,
Ever faithful, ever sure.
"
1351|383|2 |"He, with all-commanding might,
Filled the new-made world with light:
For His mercies shall endure,
Ever faithful, ever sure.
"
1352|383|3 |"All things living He does feed;
His full hand supplies their need:
For His mercies shall endure,
Ever faithful, ever sure.
"
1353|383|4 |"Let us then with gladsome mind
Praise the Lord, for He is kind:
For His mercies shall endure,
Ever faithful, ever sure.
"
1354|384|1 |"As pants the hart for cooling streams
When heated in the chase,
So longs my soul, O God, for Thee,
And Thy refreshing grace.
"
1355|384|2 |"For Thee, my God, the living God,
My thirsty soul doth pine:
O when shall I behold Thy face,
Thou Majesty divine?
"
1356|384|3 |"Why restless, why cast down, my soul?
Hope still, and thou shalt sing
The praise of Him who is thy God,
Thy health's eternal spring.
"
1357|384|4 |"To Father, Son, and Holy Ghost,
The God whom we adore,
Be glory, as it was, is now,
And shall be evermore.
"
1358|385|1 |"There's a wideness in God's mercy,
Like the wideness of the sea;
There's a kindness in His justice,
Which is more than liberty.
"
1359|385|2 |"There is welcome for the sinner,
And more graces for the good;
There is mercy with the Savior;
There is healing in His blood.
"
1360|385|3 |"For the love of God is broader
Than the measure of man's mind,
And the heart of the Eternal
Is most wonderfully kind.
"
1361|385|4 |"If our love were but more simple,
We should take Him at His word;
And our lives would be all sunshine
In the sweetness of our Lord.
"
1362|386|1 |"O come, O come, Immanuel,
And ransom captive Israel
That mourns in lonely exile here
Until the Son of God appear.
"
1363|386|2 |"O come, Thou Wisdom from on high,
And order all things, far and nigh;
To us the path of knowledge show,
And cause us in her ways to go.
"
1364|386|3 |"O come, Desire of nations, bind
All peoples in one heart and mind;
Bid envy, strife, and quarrels cease,
Fill the whole world with heaven's peace.
"
1365|387|1 |"Of the Father's love begotten,
Ere the worlds began to be,
He is Alpha and Omega,
He the source, the ending He,
Of the things that are, that have been,
And that future years shall see,
Evermore and evermore!
"
1366|387|2 |"O ye heights of heaven adore Him;
Angel hosts, His praises sing;
Powers, dominions, bow before Him,
And extol our God and King;
Let no tongue on earth be silent,
Every voice in concert ring,
Evermore and evermore!
"
1367|387|3 |"Christ, to Thee with God the Father
And, O Holy Ghost, to Thee,
Hymn and chant and high thanksgiving
And unwearied praises be.
Honor, glory, and dominion,
And eternal victory,
Evermore and evermore!
Amen.
"
1368|388|1 |"The advent of our God
With eager prayers we greet,
And singing haste upon His road
His coming reign to meet.
"
1369|388|2 |"The everlasting Son
Was born to make us free;
And He a servant's form put on
To gain our liberty.
"
1370|388|3 |"As Judge, on clouds of light,
He soon will come again,
His scattered people to unite
With them in heaven to reign.
"
1371|388|4 |"Praise to the incarnate Son
Who comes to set us free,
With Father, Spirit, ever one,
To all eternity.
"
1372|389|1 |"The first noel the angel did say
Was to certain poor shepherds in fields as they lay;
In fields where they lay keeping their sheep,
On a cold winter's night that was so deep.
"
1373|389|2 |"They looked up and say a star
Shining in the east, beyond them far,
And to the earth it gave great light,
And so it continued both day and night.
"
1374|389|3 |"And by the light of that same star,
Three wise men came from country far;
To seek for a king was their intent,
And to follow the star wherever it went.
"
1375|389|4 |"This star drew nigh to the northwest,
O'er Bethlehem it took its rest,
And there it did both stop and stay,
Right over the place where Jesus lay.
"
1376|389|5 |"Then entered in those wise men three,
Full reverently upon the knee,
And offered there, in His presence,
Their gold, and myrrh, and frankincense.
"
1377|390|1 |"Angels from the realms of glory,
Wing your flight o'er all the earth;
Ye, who sang creation's story,
Now proclaim Messiah's birth;
Come and worship,
Come and worship,
Worship Christ, the newborn King.
"
1378|390|2 |"Shepherds, in the field abiding,
Watching o'er your flocks by night,
God with man is now residing;
Yonder shines the Infant Light;
Come and worship,
Come and worship,
Worship Christ, the newborn King.
"
1379|390|3 |"Sages, leave your contemplations,
Brighter visions beam afar;
Seek the great Desire of nations;
Ye have seen His natal star;
Come and worship,
Come and worship,
Worship Christ, the newborn King.
"
1380|390|4 |"Saints, before the altar bending,
Watching long in hope and fear,
Suddenly the Lord, descending,
In His temple shall appear;
Come and worship,
Come and worship,
Worship Christ, the newborn King.
"
1381|391|1 |"There's a song in the air!
There's a star in the sky!
There's a mother's deep prayer
And a baby's low cry!
And the star rains its fire while the beautiful sing,
For the manger of Bethlehem cradles a King!
"
1382|391|2 |"There's a tumult of joy
O'er the wonderful birth,
For the virgin's sweet boy
Is the Lord of the earth.
Aye! the star rains its fire while the beautiful sing,
For the manger of Bethlehem cradles a King!
"
1383|391|3 |"In the light of that star
Lie the ages impearled;
And that song from afar
Has swept over the world.
Every hearth is aflame, and the beautiful sing
In the homes of the nations that Jesus is King!
"
1384|391|4 |"We rejoice in the light,
And we echo the song
That comes down through the night
From the heavenly throng.
Aye! we shout to the lovely evangel they bring,
And we greet in His cradle our Savior and King!
"
1385|392|1 |"While shepherds kept their watching
O'er silent flocks by night,
Behold throughout the heavens
There shone a holy light.
"
1386|392|2 |"The shepherds feared and trembled
When lo! Above the earth
Rang out the angel chorus
That hailed our Savior's birth.
"
1387|392|3 |"Down in a lowly manger
The humble Christ was born,
And brought us God's salvation
That blessed Christmas morn.
"
1388|393|1 |"Hark! the herald angels sing,
""Glory to the new born King;
Peace on earth, and mercy mild,
God and sinners reconciled!""
Joyful, all ye nations, rise,
Join the triumph of the skies;
With th' angelic host proclaim,
""Christ is born in Bethlehem!""
Hark! the herald angels sing,
""Glory to the new born King.""
"
1389|393|2 |"Christ, by highest heaven adored,
Christ the everlasting Lord;
In the manger born a king,
While adoring angels sing,
""Peace on earth, to men good will;""
Bid the trembling soul be still,
Christ on earth has come to dwell,
Jesus, our Immanuel!
Hark! the herald angels sing,
""Glory to the new born King.""
"
1390|393|3 |"Hail! the heaven-born Prince of Peace!
Hail! the Sun of Righteousness!
Life and light to all He brings,
Risen with healing in His wings.
Mild He lays His glory by,
Born that man no more die,
Born to raise the sons of earth,
Born to give them second birth.
Hark! the herald angels sing,
""Glory to the new born King.""
"
1391|394|1 |"As with gladness men of old
Did the guiding star behold,
As with joy they hailed its light,
Leading onward, beaming bright,
So, most gracious Lord, may we
Evermore be led to Thee.
"
1392|394|2 |"As with joyful steps they sped
To that lowly manger bed,
There to bend the knee before
Him whom heav'n and earth adore,
So may we with willing feet
Ever seek Thy mercy seat.
"
1393|394|3 |"As they offered gifts most rare
At that manger rude and bare,
So may we with holy joy,
Pure, and free from sin's alloy,
All our costliest treasures bring,
Christ, to Thee our heav'nly King.
"
1394|394|4 |"Holy Jesus, every day
Keep us in the narrow way;
And, when earthly things are past,
Bring our ransomed souls at last
Where they need no star to guide,
Where no clouds Thy glory hide.
"
1395|395|1 |"Away in a manger, no crib for a bed,
The little Lord Jesus laid down His sweet head.
The stars in the bright sky looked down where He lay,
The little Lord Jesus asleep in the hay.
"
1396|395|2 |"The cattle are lowing, the baby awakes,
But little Lord Jesus no crying He makes.
I love Thee, Lord Jesus! look down from the sky,
And stay by my side till the morning is nigh.
"
1397|395|3 |"Be near me, Lord Jesus; I ask Thee to stay
Close by me forever, and love me, I pray.
Bless all the dear children in Thy tender care,
And fit us for heaven, to live with Thee there.
"
1398|396|1 |"Joy to the world, the Lord is come!
Let earth receive her King;
Let every heart prepare Him room,
And heaven and nature sing,
And heaven and nature sing,
And heaven, and heaven and nature sing.
"
