id|songId|chorus
345|345|"Trusting in Jehovah, Hearts are fully blest
Finding, as He promised, Perfect peace and rest.
Trusting in Jehovah, Hearts are fully blest
Finding, as He promised, Perfect peace and rest.
Trusting in Jehovah, Hearts are fully blest
Finding, as He promised, Perfect peace and rest.
"
346|346|"O, the wonder of it all!
The wonder of it all!
Just to think that God loves me.
O, the wonder of it all!
The wonder of it all!
Just to think that God loves me.
O, the wonder of it all!
The wonder of it all!
Just to think that God loves me.
O, the wonder of it all!
The wonder of it all!
Just to think that God loves me.
"
347|347|na
348|348|na
349|349|"Love so unending! I'll sing His praises,
God loves His children, loves even me.
Love so unending! I'll sing His praises,
God loves His children, loves even me.
Love so unending! I'll sing His praises,
God loves His children, loves even me.
Love so unending! I'll sing His praises,
God loves His children, loves even me.
"
350|350|na
351|351|na
352|352|na
353|353|na
354|354|na
355|355|na
356|356|na
357|357|"Then sings my soul, my Savior God to Thee;
How great Thou art, how great Thou art!
Then sings my soul, my Savior God to Thee;
How great Thou art, How great Thou art!
Then sings my soul, my Savior God to Thee;
How great Thou art, how great Thou art!
Then sings my soul, my Savior God to Thee;
How great Thou art, How great Thou art!
Then sings my soul, my Savior God to Thee;
How great Thou art, how great Thou art!
Then sings my soul, my Savior God to Thee;
How great Thou art, How great Thou art!
Then sings my soul, my Savior God to Thee;
How great Thou art, how great Thou art!
Then sings my soul, my Savior God to Thee;
How great Thou art, How great Thou art!
"
358|358|na
359|359|na
360|360|na
361|361|na
362|362|"Alleluia, Alleluia, Alleluia,
Alleluia, Alleluia!
Alleluia, Alleluia, Alleluia,
Alleluia, Alleluia!
Alleluia, Alleluia, Alleluia,
Alleluia, Alleluia!
"
363|363|na
364|364|"All things bright and beautiful,
All creatures great and small,
All things wise and wonderful,
The Lord God made them all.
All things bright and beautiful,
All creatures great and small,
All things wise and wonderful,
The Lord God made them all.
All things bright and beautiful,
All creatures great and small,
All things wise and wonderful,
The Lord God made them all.
All things bright and beautiful,
All creatures great and small,
All things wise and wonderful,
The Lord God made them all.
All things bright and beautiful,
All creatures great and small,
All things wise and wonderful,
The Lord God made them all.
"
365|365|na
366|366|na
367|367|na
368|368|na
369|369|na
370|370|"God will take care of you,
Through every day, o'er all the way;
He will take care of you,
God will take care of you
God will take care of you,
Through every day, o'er all the way;
He will take care of you,
God will take care of you
God will take care of you,
Through every day, o'er all the way;
He will take care of you,
God will take care of you
God will take care of you,
Through every day, o'er all the way;
He will take care of you,
God will take care of you
"
371|371|"Great is Thy faithfulness!
Great is Thy faithfulness!
Morning by morning new mercies I see;
All I have needed Thy hand hath provided,
Great is Thy faithfulness!
Lord unto me!
Great is Thy faithfulness!
Great is Thy faithfulness!
Morning by morning new mercies I see;
All I have needed Thy hand hath provided,
Great is Thy faithfulness!
Lord unto me!
Great is Thy faithfulness!
Great is Thy faithfulness!
Morning by morning new mercies I see;
All I have needed Thy hand hath provided,
Great is Thy faithfulness!
Lord unto me!
"
372|372|na
373|373|na
374|374|na
375|375|na
376|376|na
377|377|na
378|378|na
379|379|na
380|380|"Grace, grace, God's grace,
Grace that will pardon and cleanse within;
Grace, grace, God's grace,
Grace that is greater than all our sin!
Grace, grace, God's grace,
Grace that will pardon and cleanse within;
Grace, grace, God's grace,
Grace that is greater than all our sin!
Grace, grace, God's grace,
Grace that will pardon and cleanse within;
Grace, grace, God's grace,
Grace that is greater than all our sin!
"
381|381|na
382|382|"It took a miracle to put the stars in place,
It took a miracle to hang the world in space;
But when He saved my soul,
Cleansed and made me whole,
It took a miracle of love and grace!
It took a miracle to put the stars in place,
It took a miracle to hang the world in space;
But when He saved my soul,
Cleansed and made me whole,
It took a miracle of love and grace!
It took a miracle to put the stars in place,
It took a miracle to hang the world in space;
But when He saved my soul,
Cleansed and made me whole,
It took a miracle of love and grace!
"
383|383|na
384|384|na
385|385|na
386|386|"Rejoice! Rejoice! Immanuel
Shall come to thee, O Israel!
Rejoice! Rejoice! Immanuel
Shall come to thee, O Israel!
Rejoice! Rejoice! Immanuel
Shall come to thee, O Israel!
"
387|387|na
388|388|na
389|389|"Noel, Noel, Noel, Noel,
Born is the King of Israel.
Noel, Noel, Noel, Noel,
Born is the King of Israel.
Noel, Noel, Noel, Noel,
Born is the King of Israel.
Noel, Noel, Noel, Noel,
Born is the King of Israel.
Noel, Noel, Noel, Noel,
Born is the King of Israel.
"
390|390|na
391|391|na
392|392|"Go, tell it on the mountain,
Over the hills and everywhere:
Go, tell it on the mountain
That Jesus Christ is born!
Go, tell it on the mountain,
Over the hills and everywhere:
Go, tell it on the mountain
That Jesus Christ is born!
Go, tell it on the mountain,
Over the hills and everywhere:
Go, tell it on the mountain
That Jesus Christ is born!
Go, tell it on the mountain,
Over the hills and everywhere:
Go, tell it on the mountain
That Jesus Christ is born!
"
393|393|na
394|394|na
395|395|na
396|396|na
397|397|na
398|398|na
399|399|na
400|400|na
401|401|na
402|402|na
403|403|na
404|404|"Now is born the divine Christ child,
Play the musette, play the tuneful oboe,
Now is born the divine Christ child,
Sing we all and rejoice this day.
Now is born the divine Christ child,
Play the musette, play the tuneful oboe,
Now is born the divine Christ child,
Sing we all and rejoice this day.
Now is born the divine Christ child,
Play the musette, play the tuneful oboe,
Now is born the divine Christ child,
Sing we all and rejoice this day.
"
405|405|na
406|406|na
407|407|na
408|408|"O star of wonder, star of night,
Star with royal beauty bright,
Westward leading, still proceeding,
Guide us to Thy perfect light.
O star of wonder, star of night,
Star with royal beauty bright,
Westward leading, still proceeding,
Guide us to Thy perfect light.
O star of wonder, star of night,
Star with royal beauty bright,
Westward leading, still proceeding,
Guide us to Thy perfect light.
O star of wonder, star of night,
Star with royal beauty bright,
Westward leading, still proceeding,
Guide us to Thy perfect light.
O star of wonder, star of night,
Star with royal beauty bright,
Westward leading, still proceeding,
Guide us to Thy perfect light.
"
409|409|"Leave your sheep and leave your lambs,
Rise up, shepherd, and follow.
Leave your ewes and leave your rams,
Rise up, shepherd, and follow.
Follow, Follow,
Rise up shepherd, and follow.
Follow the star of Bethlehem,
Rise up, shepherd, and follow.
Leave your sheep and leave your lambs,
Rise up, shepherd, and follow.
Leave your ewes and leave your rams,
Rise up, shepherd, and follow.
Follow, Follow,
Rise up shepherd, and follow.
Follow the star of Bethlehem,
Rise up, shepherd, and follow.
"
410|410|na
411|411|"O come to my heart, Lord Jesus,
There is room in my heart for Thee.
O come to my heart, Lord Jesus,
There is room in my heart for Thee.
O come to my heart, Lord Jesus,
There is room in my heart for Thee.
O come to my heart, Lord Jesus,
There is room in my heart for Thee.
My heart shall rejoice, Lord Jesus,
When Thou comest and callest for me.
"
412|412|"This, this is Christ the King,
Whom shepherds guard and angels sing:
Haste, haste to bring Him laud,
The babe, the son of Mary.
This, this is Christ the King,
Whom shepherds guard and angels sing:
Haste, haste to bring Him laud,
The babe, the son of Mary.
This, this is Christ the King,
Whom shepherds guard and angels sing:
Haste, haste to bring Him laud,
The babe, the son of Mary.
"
413|413|"Gloria in excelsis Deo,
Gloria in excelsis Deo.
Gloria in excelsis Deo,
Gloria in excelsis Deo.
Gloria in excelsis Deo,
Gloria in excelsis Deo.
Gloria in excelsis Deo,
Gloria in excelsis Deo.
"
414|414|na
415|415|na
416|416|na
417|417|na
418|418|"Alleluia, Alleluia, Alleluia.
Alleluia, Alleluia, Alleluia.
Alleluia, Alleluia, Alleluia.
Alleluia, Alleluia, Alleluia.
"
419|419|na
420|420|na
421|421|"'Tis the Lord, O wondrous story,
'Tis the Lord, the King of glory!
At His feet we humbly fall,
Crown Him, crown Him Lord of all.
At His feet we humbly fall the Lord of all.
Crown Him, crown Him, Jesus, Jesus,
Crown Him Lord of all.
'Tis the Lord, O wondrous story,
'Tis the Lord, the King of glory!
At His feet we humbly fall,
Crown Him, crown Him Lord of all.
At His feet we humbly fall the Lord of all.
Crown Him, crown Him, Jesus, Jesus,
Crown Him Lord of all.
'Tis the Lord, O wondrous story,
'Tis the Lord, the King of glory!
At His feet we humbly fall,
Crown Him, crown Him Lord of all.
At His feet we humbly fall the Lord of all.
Crown Him, crown Him, Jesus, Jesus,
Crown Him Lord of all.
'Tis the Lord, O wondrous story,
'Tis the Lord, the King of glory!
At His feet we humbly fall,
Crown Him, crown Him Lord of all.
At His feet we humbly fall the Lord of all.
Crown Him, crown Him, Jesus, Jesus,
Crown Him Lord of all.
'Tis the Lord, O wondrous story,
'Tis the Lord, the King of glory!
At His feet we humbly fall,
Crown Him, crown Him Lord of all.
At His feet we humbly fall the Lord of all.
Crown Him, crown Him, Jesus, Jesus,
Crown Him Lord of all.
'Tis the Lord, O wondrous story,
'Tis the Lord, the King of glory!
At His feet we humbly fall,
Crown Him, crown Him Lord of all.
At His feet we humbly fall the Lord of all.
Crown Him, crown Him, Jesus, Jesus,
Crown Him Lord of all.
'Tis the Lord, O wondrous story,
'Tis the Lord, the King of glory!
At His feet we humbly fall,
Crown Him, crown Him Lord of all.
At His feet we humbly fall the Lord of all.
Crown Him, crown Him, Jesus, Jesus,
Crown Him Lord of all.
"
422|422|na
423|423|"Tell me the story of Jesus,
Write on my heart every word,
Tell me the story most precious,
Sweetest that ever was heard.
Tell me the story of Jesus,
Write on my heart every word,
Tell me the story most precious,
Sweetest that ever was heard.
Tell me the story of Jesus,
Write on my heart every word,
Tell me the story most precious,
Sweetest that ever was heard.
"
424|424|na
425|425|na
426|426|na
427|427|na
428|428|na
429|429|na
430|430|"So I'll cherish the old rugged cross,
Till my trophies at last I lay down;
I will cling to the old rugged cross,
And exchange it some day for a crown.
So I'll cherish the old rugged cross,
Till my trophies at last I lay down;
I will cling to the old rugged cross,
And exchange it some day for a crown.
So I'll cherish the old rugged cross,
Till my trophies at last I lay down;
I will cling to the old rugged cross,
And exchange it some day for a crown.
"
431|431|na
432|432|na
433|433|na
434|434|"At the cross, at the cross where I first saw the light,
And the burden of my heart rolled away,
It was there by faith I received my sight,
And now I am happy all the day!
At the cross, at the cross where I first saw the light,
And the burden of my heart rolled away,
It was there by faith I received my sight,
And now I am happy all the day!
At the cross, at the cross where I first saw the light,
And the burden of my heart rolled away,
It was there by faith I received my sight,
And now I am happy all the day!
"
435|435|na
436|436|na
437|437|na
438|438|na
439|439|na
440|440|na
441|441|na
442|442|"Thine is the glory,
Risen, conquering Son;
Endless is the victory
Thou o'er death hast won.
Thine is the glory,
Risen, conquering Son;
Endless is the victory
Thou o'er death hast won.
Thine is the glory,
Risen, conquering Son;
Endless is the victory
Thou o'er death hast won.
"
443|443|na
444|444|na
445|445|na
446|446|na
447|447|na
448|448|na
449|449|"O behold the Man of Sorrows!
O behold Him in plain view!
Lo! He is the mighty Conqueror
Since He rent the veil in two;
Lo! He is the mighty Conqueror
Since He rent the veil in two.
O behold the Man of Sorrows!
O behold Him in plain view!
Lo! He is the mighty Conqueror
Since He rent the veil in two;
Lo! He is the mighty Conqueror
Since He rent the veil in two.
O behold the Man of Sorrows!
O behold Him in plain view!
Lo! He is the mighty Conqueror
Since He rent the veil in two;
Lo! He is the mighty Conqueror
Since He rent the veil in two.
"
450|450|na
451|451|"Who saved us from eternal loss?
Who but God's Son upon the cross?
What did He do?
He died for you!
Where is He now?
Believe it thou,
In heaven interceding!
Who saved us from eternal loss?
Who but God's Son upon the cross?
What did He do?
He died for you!
Where is He now?
Believe it thou,
In heaven interceding!
Who saved us from eternal loss?
Who but God's Son upon the cross?
What did He do?
He died for you!
Where is He now?
Believe it thou,
In heaven interceding!
"
452|452|"O yes, He cares I know He cares!
His heart is touched with my grief;
When the days are weary, the long nights dreary,
I know my Savior cares.
O yes, He cares I know He cares!
His heart is touched with my grief;
When the days are weary, the long nights dreary,
I know my Savior cares.
O yes, He cares I know He cares!
His heart is touched with my grief;
When the days are weary, the long nights dreary,
I know my Savior cares.
"
453|453|na
454|454|"I will sing of Jesus' love,
Endless praise my heart shall give;
He has died that I might live
I will sing His love to me.
I will sing of Jesus' love,
Endless praise my heart shall give;
He has died that I might live
I will sing His love to me.
I will sing of Jesus' love,
Endless praise my heart shall give;
He has died that I might live
I will sing His love to me.
"
455|455|"Jesus paid it all,
All to Him I owe;
Sin had left a crimson stain;
He washed it white as snow.
Jesus paid it all,
All to Him I owe;
Sin had left a crimson stain;
He washed it white as snow.
Jesus paid it all,
All to Him I owe;
Sin had left a crimson stain;
He washed it white as snow.
Jesus paid it all,
All to Him I owe;
Sin had left a crimson stain;
He washed it white as snow.
"
456|456|na
457|457|na
458|458|"Hallelujah! what a Savior!
Hallelujah! what a Friend!
Saving, helping, keeping, loving,
He is with me to the end.
Hallelujah! what a Savior!
Hallelujah! what a Friend!
Saving, helping, keeping, loving,
He is with me to the end.
Hallelujah! what a Savior!
Hallelujah! what a Friend!
Saving, helping, keeping, loving,
He is with me to the end.
Hallelujah! what a Savior!
Hallelujah! what a Friend!
Saving, helping, keeping, loving,
He is with me to the end.
"
459|459|na
460|460|"All that thrills my soul is Jesus;
He is more than life to me;
And the fairest of ten thousand,
In my blessed Lord I see.
All that thrills my soul is Jesus;
He is more than life to me;
And the fairest of ten thousand,
In my blessed Lord I see.
All that thrills my soul is Jesus;
He is more than life to me;
And the fairest of ten thousand,
In my blessed Lord I see.
All that thrills my soul is Jesus;
He is more than life to me;
And the fairest of ten thousand,
In my blessed Lord I see.
"
461|461|"Yes, Jesus loves me!
Yes, Jesus loves me!
Yes, Jesus loves me!
The Bible tells me so.
Yes, Jesus loves me!
Yes, Jesus loves me!
Yes, Jesus loves me!
The Bible tells me so.
Yes, Jesus loves me!
Yes, Jesus loves me!
Yes, Jesus loves me!
The Bible tells me so.
"
462|462|na
463|463|na
464|464|na
465|465|na
466|466|"Showers of blessing,
Showers of blessing we need;
Mercy drops round us are falling,
But for the showers we plead.
Showers of blessing,
Showers of blessing we need;
Mercy drops round us are falling,
But for the showers we plead.
Showers of blessing,
Showers of blessing we need;
Mercy drops round us are falling,
But for the showers we plead.
Showers of blessing,
Showers of blessing we need;
Mercy drops round us are falling,
But for the showers we plead.
"
467|467|"Tell me the old, old story,
Tell me the old, old story,
Tell me the old, old story,
Of Jesus and His love.
Tell me the old, old story,
Tell me the old, old story,
Tell me the old, old story,
Of Jesus and His love.
Tell me the old, old story,
Tell me the old, old story,
Tell me the old, old story,
Of Jesus and His love.
"
468|468|na
469|469|"Amazing love! How can it be
That Thou, my God, shouldst die for me?
Amazing love! How can it be
That Thou, my God, shouldst die for me?
Amazing love! How can it be
That Thou, my God, shouldst die for me?
Amazing love! How can it be
That Thou, my God, shouldst die for me?
"
470|470|na
471|471|"The Lord is coming, let this be
The herald note of jubilee,
The herald note of jubilee.
The Lord is coming, let this be
The herald note of jubilee,
The herald note of jubilee.
The Lord is coming, let this be
The herald note of jubilee,
The herald note of jubilee.
The Lord is coming, let this be
The herald note of jubilee,
The herald note of jubilee.
"
472|472|na
473|473|"Hail Him the King of glory,
Once the Lamb for sinners slain;
Tell, tell the wondrous story,
""Jesus comes to reign.""
Hail Him the King of glory,
Once the Lamb for sinners slain;
Tell, tell the wondrous story,
""Jesus comes to reign.""
Hail Him the King of glory,
Once the Lamb for sinners slain;
Tell, tell the wondrous story,
""Jesus comes to reign.""
"
474|474|"Christ has died!
Christ is risen!
Christ will come again!
Christ has died!
Christ is risen!
Christ will come again!
Christ has died!
Christ is risen!
Christ will come again!
"
475|475|na
476|476|"O, we see the gleams of the golden morning
Piercing through this night of gloom!
O, we see the gleams of the golden morning
That will burst the tomb.
O, we see the gleams of the golden morning
Piercing through this night of gloom!
O, we see the gleams of the golden morning
That will burst the tomb.
O, we see the gleams of the golden morning
Piercing through this night of gloom!
O, we see the gleams of the golden morning
That will burst the tomb.
O, we see the gleams of the golden morning
Piercing through this night of gloom!
O, we see the gleams of the golden morning
That will burst the tomb.
"
477|477|"Face to face shall I behold Him,
Far beyond the starry sky;
Face to face in all His glory
I shall see Him by and by!
Face to face shall I behold Him,
Far beyond the starry sky;
Face to face in all His glory
I shall see Him by and by!
Face to face shall I behold Him,
Far beyond the starry sky;
Face to face in all His glory
I shall see Him by and by!
Face to face shall I behold Him,
Far beyond the starry sky;
Face to face in all His glory
I shall see Him by and by!
"
478|478|"O Lord Jesus, how long, how long
Ere we shout the glad song?
Christ returneth,
Hallelujah! hallelujah! Amen,
Hallelujah! Amen.
O Lord Jesus, how long, how long
Ere we shout the glad song?
Hallelujah! hallelujah! Amen,
Hallelujah! Amen.
O Lord Jesus, how long, how long
Ere we shout the glad song?
Hallelujah! hallelujah! Amen,
Hallelujah! Amen.
"
479|479|"To gather His loved ones home,
To gather His loved ones home;
There'll be no dark valleys when Jesus comes
To gather His loved ones home.
To gather His loved ones home,
To gather His loved ones home;
There'll be no dark valleys when Jesus comes
To gather His loved ones home.
To gather His loved ones home,
To gather His loved ones home;
There'll be no dark valleys when Jesus comes
To gather His loved ones home.
"
480|480|na
481|481|na
482|482|na
483|483|"O it must be the breaking of the day!
O it must be the breaking of the day!
The night is almost gone,
The day is coming on;
O it must be the breaking of the day!
O it must be the breaking of the day!
O it must be the breaking of the day!
The night is almost gone,
The day is coming on;
O it must be the breaking of the day!
O it must be the breaking of the day!
O it must be the breaking of the day!
The night is almost gone,
The day is coming on;
O it must be the breaking of the day!
O it must be the breaking of the day!
O it must be the breaking of the day!
The night is almost gone,
The day is coming on;
O it must be the breaking of the day!
"
484|484|"Coming again, coming again,
Jesus is coming again!
Coming again, coming again,
Jesus is coming again!
Coming again, coming again,
Jesus is coming again!
Coming again, coming again,
Jesus is coming again!
"
485|485|na
486|486|na
487|487|"When the roll is called up yonder,
When the roll is called up yonder,
When the roll is called up yonder,
When the roll is called up yonder,
I'll be there.
When the roll is called up yonder,
When the roll is called up yonder,
When the roll is called up yonder,
When the roll is called up yonder,
I'll be there.
When the roll is called up yonder,
When the roll is called up yonder,
When the roll is called up yonder,
When the roll is called up yonder,
I'll be there.
"
488|488|na
489|489|"Like the stars of the morning,
His bright crown adorning,
They shall shine in their beauty,
Bright gems for His crown.
Like the stars of the morning,
His bright crown adorning,
They shall shine in their beauty,
Bright gems for His crown.
Like the stars of the morning,
His bright crown adorning,
They shall shine in their beauty,
Bright gems for His crown.
"
490|490|na
491|491|"With the alleluias ringing to the sky,
With the alleluias ringing to the sky!
As I read the gospel story,
We shall see the Lord in glory,
With the alleluias ringing to the sky!
With the alleluias ringing to the sky,
With the alleluias ringing to the sky!
We shall hear the trumpet sounded,
See the Lord by saints surrounded,
With the alleluias ringing in the sky!
With the alleluias ringing to the sky,
With the alleluias ringing to the sky!
We shall all rise up to meet Him,
When He calls His own to greet Him,
With the alleluias ringing in the sky!
"
492|492|na
493|493|na
494|494|na
495|495|na
496|496|na
497|497|na
498|498|na
499|499|na
500|500|na
501|501|na
502|502|na
503|503|na
504|504|na
505|505|na
506|506|na
507|507|na
508|508|na
509|509|na
510|510|na
511|511|na
512|512|na
513|513|na
514|514|na
515|515|na
516|516|"More, more about Jesus,
More, more about Jesus;
More of His saving fullness see,
More of His love who died for me.
More, more about Jesus,
More, more about Jesus;
More of His saving fullness see,
More of His love who died for me.
More, more about Jesus,
More, more about Jesus;
More of His saving fullness see,
More of His love who died for me.
More, more about Jesus,
More, more about Jesus;
More of His saving fullness see,
More of His love who died for me.
"
517|517|"Glory, hallelujah!
Praise Him, hallelujah!
Glory, hallelujah
To the Lamb!
Glory, hallelujah!
Praise Him, hallelujah!
Glory, hallelujah
To the Lamb!
Glory, hallelujah!
Praise Him, hallelujah!
Glory, hallelujah
To the Lamb!
"
518|518|na
519|519|"O, how I love Jesus,
O, how I love Jesus,
O, how I love Jesus
Because He first loved me!
O, how I love Jesus,
O, how I love Jesus,
O, how I love Jesus
Because He first loved me!
O, how I love Jesus,
O, how I love Jesus,
O, how I love Jesus
Because He first loved me!
"
520|520|"Praise Him! praise Him! tell of His excellent greatness;
Praise Him! praise Him ever in joyful song!
Praise Him! praise Him! tell of His excellent greatness;
Praise Him! praise Him ever in joyful song!
Praise Him! praise Him! tell of His excellent greatness;
Praise Him! praise Him ever in joyful song!
"
521|521|na
522|522|"He lives, He lives, Christ Jesus lives today!
He walks with me and talks with me along life's narrow way.
He lives, He lives, salvation to impart!
You ask me how I know He lives?
He lives within my heart.
He lives, He lives, Christ Jesus lives today!
He walks with me and talks with me along life's narrow way.
He lives, He lives, salvation to impart!
You ask me how I know He lives?
He lives within my heart.
He lives, He lives, Christ Jesus lives today!
He walks with me and talks with me along life's narrow way.
He lives, He lives, salvation to impart!
You ask me how I know He lives?
He lives within my heart.
"
523|523|na
524|524|"Sweet name, dear name,
There's no other name like Jesus;
Sweet name, dear name,
There's no other name like Jesus.
Sweet name, dear name,
There's no other name like Jesus;
Sweet name, dear name,
There's no other name like Jesus.
Sweet name, dear name,
There's no other name like Jesus;
Sweet name, dear name,
There's no other name like Jesus.
Sweet name, dear name,
There's no other name like Jesus;
Sweet name, dear name,
There's no other name like Jesus.
Sweet name, dear name,
There's no other name like Jesus;
Sweet name, dear name,
There's no other name like Jesus.
"
525|525|"Sweetest note in seraph song,
Sweetest name on mortal tongue;
Sweetest carol ever sung
Jesus, blessed Jesus!
Sweetest note in seraph song,
Sweetest name on mortal tongue;
Sweetest carol ever sung
Jesus, blessed Jesus!
Sweetest note in seraph song,
Sweetest name on mortal tongue;
Sweetest carol ever sung
Jesus, blessed Jesus!
Sweetest note in seraph song,
Sweetest name on mortal tongue;
Sweetest carol ever sung
Jesus, blessed Jesus!
"
526|526|na
527|527|na
528|528|na
529|529|"We humbly beseech Thee, Lord Jesus, we pray,
With love and the Spirit baptize us today.
We humbly beseech Thee, Lord Jesus, we pray,
With love and the Spirit baptize us today.
We humbly beseech Thee, Lord Jesus, we pray,
With love and the Spirit baptize us today.
We praise Thee, we bless Thee, dear Lamb that was slain,
We laud and adore Thee, Amen and Amen.
"
530|530|na
531|531|"Fill me now, fill me now,
Jesus, come and fill me now.
Fill me with Thy hallowed presence,
Come, O come and fill me now.
Fill me now, fill me now,
Jesus, come and fill me now.
Fill me with Thy hallowed presence,
Come, O come and fill me now.
Fill me now, fill me now,
Jesus, come and fill me now.
Fill me with Thy hallowed presence,
Come, O come and fill me now.
Fill me now, fill me now,
Jesus, come and fill me now.
Fill me with Thy hallowed presence,
Come, O come and fill me now.
"
532|532|na
533|533|na
534|534|na
535|535|na
536|536|na
537|537|na
538|538|na
539|539|na
540|540|na
541|541|na
542|542|na
543|543|"Give me the Bible holy message shining,
Thy light shall guide me in the narrow way.
Precept and promise, law and love combining,
'Til night shall vanish in eternal day.
Give me the Bible holy message shining,
Thy light shall guide me in the narrow way.
Precept and promise, law and love combining,
'Til night shall vanish in eternal day.
Give me the Bible holy message shining,
Thy light shall guide me in the narrow way.
Precept and promise, law and love combining,
'Til night shall vanish in eternal day.
"
544|544|na
545|545|na
546|546|na
547|547|na
548|548|na
549|549|na
550|550|"Only trust Him, only trust Him,
Only trust Him now;
He will save you, He will save you,
He will save you now.
Only trust Him, only trust Him,
Only trust Him now;
He will save you, He will save you,
He will save you now.
Only trust Him, only trust Him,
Only trust Him now;
He will save you, He will save you,
He will save you now.
Only trust Him, only trust Him,
Only trust Him now;
He will save you, He will save you,
He will save you now.
"
551|551|"I will arise and go to Jesus,
He will embrace me in His arms;
In the arms of my dear Savior,
O there are ten thousand charms.
I will arise and go to Jesus,
He will embrace me in His arms;
In the arms of my dear Savior,
O there are ten thousand charms.
I will arise and go to Jesus,
He will embrace me in His arms;
In the arms of my dear Savior,
O there are ten thousand charms.
I will arise and go to Jesus,
He will embrace me in His arms;
In the arms of my dear Savior,
O there are ten thousand charms.
"
552|552|na
553|553|"I am coming, Lord!
Coming now to Thee!
Wash me, cleanse me, in the blood
That flowed on Calvary.
I am coming, Lord!
Coming now to Thee!
Wash me, cleanse me, in the blood
That flowed on Calvary.
I am coming, Lord!
Coming now to Thee!
Wash me, cleanse me, in the blood
That flowed on Calvary.
I am coming, Lord!
Coming now to Thee!
Wash me, cleanse me, in the blood
That flowed on Calvary.
"
554|554|na
555|555|"For you I am praying, For you I am praying,
For you am I praying, I'm praying for you.
For you I am praying, For you I am praying,
For you am I praying, I'm praying for you.
For you I am praying, For you I am praying,
For you am I praying, I'm praying for you.
For you I am praying, For you I am praying,
For you am I praying, I'm praying for you.
"
556|556|na
557|557|"Beautiful words, wonderful words,
Wonderful words of life,
Beautiful words, wonderful words,
Wonderful words of life.
Beautiful words, wonderful words,
Wonderful words of life,
Beautiful words, wonderful words,
Wonderful words of life.
Beautiful words, wonderful words,
Wonderful words of life,
Beautiful words, wonderful words,
Wonderful words of life.
"
558|558|"Come home, come home,
Ye who are weary, come home;
Earnestly, tenderly Jesus is calling,
Calling, O sinner, come home!
Come home, come home,
Ye who are weary, come home;
Earnestly, tenderly Jesus is calling,
Calling, O sinner, come home!
Come home, come home,
Ye who are weary, come home;
Earnestly, tenderly Jesus is calling,
Calling, O sinner, come home!
"
559|559|na
560|560|"Time after time He has waited before,
And now He is waiting again
To see if you are willing to open the door:
O how He wants to come in.
Time after time He has waited before,
And now He is waiting again
To see if you are willing to open the door:
O how He wants to come in.
"
561|561|"Turn your eyes upon Jesus,
Look full in His wonderful face;
And the things of earth will grow strangely dim
In the light of His glory and grace.
Turn your eyes upon Jesus,
Look full in His wonderful face;
And the things of earth will grow strangely dim
In the light of His glory and grace.
Turn your eyes upon Jesus,
Look full in His wonderful face;
And the things of earth will grow strangely dim
In the light of His glory and grace.
"
562|562|na
563|563|na
564|564|na
565|565|"There is pow'r, pow'r, wonder-working pow'r
In the blood of the Lamb;
There is pow'r, pow'r, wonder-working pow'r
In the precious blood of the Lamb.
There is pow'r, pow'r, wonder-working pow'r
In the blood of the Lamb;
There is pow'r, pow'r, wonder-working pow'r
In the precious blood of the Lamb.
There is pow'r, pow'r, wonder-working pow'r
In the blood of the Lamb;
There is pow'r, pow'r, wonder-working pow'r
In the precious blood of the Lamb.
"
566|566|na
567|567|"Coming home, coming home
Never more to roam;
Open wide Thine arms of love;
Lord, I'm coming home.
Coming home, coming home
Never more to roam;
Open wide Thine arms of love;
Lord, I'm coming home.
Coming home, coming home
Never more to roam;
Open wide Thine arms of love;
Lord, I'm coming home.
Coming home, coming home
Never more to roam;
Open wide Thine arms of love;
Lord, I'm coming home.
Coming home, coming home
Never more to roam;
Open wide Thine arms of love;
Lord, I'm coming home.
"
568|568|na
569|569|na
570|570|na
571|571|na
572|572|na
573|573|"Deeper yet, deeper yet,
Into the crimson flood;
Deeper yet, deeper yet,
Under the precious blood.
Deeper yet, deeper yet,
Into the crimson flood;
Deeper yet, deeper yet,
Under the precious blood.
Deeper yet, deeper yet,
Into the crimson flood;
Deeper yet, deeper yet,
Under the precious blood.
Deeper yet, deeper yet,
Into the crimson flood;
Deeper yet, deeper yet,
Under the precious blood.
"
574|574|na
575|575|na
576|576|"Give me Jesus,
Give me Jesus,
You can have all this world,
Give me Jesus.
Give me Jesus,
Give me Jesus,
You can have all this world,
Give me Jesus.
Give me Jesus,
Give me Jesus,
You can have all this world,
Give me Jesus.
Give me Jesus,
Give me Jesus,
You can have all this world,
Give me Jesus.
"
577|577|"Draw me nearer, nearer, blessed Lord,
To the cross where Thou hast died;
Draw me nearer, nearer, nearer, blessed Lord,
To Thy precious, bleeding side.
Draw me nearer, nearer, blessed Lord,
To the cross where Thou hast died;
Draw me nearer, nearer, nearer, blessed Lord,
To Thy precious, bleeding side.
Draw me nearer, nearer, blessed Lord,
To the cross where Thou hast died;
Draw me nearer, nearer, nearer, blessed Lord,
To Thy precious, bleeding side.
"
